,LeadTime,ArrivalDateMonth,StaysInWeekendNights,StaysInWeekNights,Adults,Children,Babies,Meal,Country,MarketSegment,DistributionChannel,IsRepeatedGuest,PreviousCancellations,PreviousBookingsNotCanceled,ReservedRoomType,BookingChanges,DepositType,Agent,Company,CustomerType,ADR,RequiredCarParkingSpaces,TotalOfSpecialRequests,ReservationStatus,ChangedRoom,StayChanges,ReservationMonth
8054,17.0,March,0,3,2.0,0.0,0.0,BB,National,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,80.0,0,0,Canceled,0,No Changes,February
29227,59.0,May,1,0,2.0,0.0,0.0,BB,National,Groups,TA/TO,0,0,0,A,0,Non Refund,other_Agent,no_Company,Transient,140.0,0,0,Canceled,0,No Changes,March
76595,16.0,July,0,2,2.0,0.0,0.0,BB,Spain,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient-Party,139.0,0,1,Check-Out,0,No Changes,July
31433,111.0,July,1,3,2.0,0.0,0.0,SC,Other_Europe,Online TA,TA/TO,0,0,0,A,2+,No Deposit,Agent_A,no_Company,Transient,108.0,0,0,Canceled,0,No Changes,March
36760,2.0,July,0,1,2.0,0.0,0.0,BB,National,Corporate,Corporate,1,2+,3+,A,1,No Deposit,no_Agent,Company_A,Transient,77.0,1,0,Check-Out,0,No Changes,July
9533,18.0,April,1,2,1.0,0.0,0.0,BB,Other_Asia,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,112.33,0,0,Canceled,0,No Changes,March
56627,81.0,September,2,1,2.0,0.0,0.0,SC,Spain,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,125.1,0,2+,Check-Out,0,No Changes,June
22994,9.0,January,3+,6+,3.0,0.0,0.0,BB,Other_Africa,Online TA,TA/TO,0,0,0,D,0,No Deposit,Agent_A,no_Company,Transient,133.36,0,1,Canceled,0,No Changes,January
33291,162.0,August,1,1,2.0,0.0,0.0,BB,National,Groups,TA/TO,0,0,0,A,0,Non Refund,no_Agent,no_Company,Transient,140.0,0,0,Canceled,0,No Changes,March
72793,179.0,May,1,2,2.0,0.0,0.0,BB,Other_Europe,Online TA,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,126.0,0,0,Check-Out,0,No Changes,November
1258,39.0,August,0,2,1.0,0.0,0.0,HB,National,Offline TA/TO,TA/TO,0,0,0,A,2+,No Deposit,Agent_E,no_Company,Transient-Party,87.0,0,0,Check-Out,1,No Changes,July
22249,75.0,January,2,1,1.0,0.0,0.0,BB,National,Groups,TA/TO,0,0,0,D,0,No Deposit,other_Agent,no_Company,Transient-Party,67.0,0,2+,Canceled,0,No Changes,October
34995,271.0,July,0,2,2.0,0.0,0.0,BB,National,Groups,TA/TO,0,1,0,A,0,Non Refund,Agent_B,no_Company,Transient-Party,62.0,0,0,Canceled,0,No Changes,October
555,28.0,August,1,3,2.0,0.0,0.0,BB,National,Groups,TA/TO,0,0,0,A,0,No Deposit,Agent_B,no_Company,Transient-Party,62.0,0,0,Canceled,0,No Changes,July
19338,199.0,October,0,2,2.0,0.0,0.0,BB,National,Groups,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient-Party,95.0,0,0,Canceled,0,No Changes,April
16897,422.0,September,0,2,2.0,0.0,0.0,BB,National,Groups,TA/TO,0,0,0,A,0,No Deposit,Agent_B,no_Company,Transient-Party,65.0,0,0,Canceled,0,No Changes,July
37048,219.0,September,1,2,1.0,0.0,0.0,BB,Other_Europe,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient-Party,76.67,0,0,Check-Out,0,No Changes,January
46973,21.0,April,1,2,2.0,0.0,0.0,BB,France,Online TA,TA/TO,0,0,0,D,0,No Deposit,Agent_A,no_Company,Transient,136.0,0,1,Check-Out,0,No Changes,March
35263,304.0,August,1,1,1.0,0.0,0.0,BB,National,Groups,TA/TO,0,1,0,A,0,Non Refund,Agent_B,no_Company,Transient-Party,60.0,0,0,Canceled,0,No Changes,October
23792,58.0,February,1,3,2.0,0.0,0.0,BB,National,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,other_Agent,no_Company,Transient,78.0,0,0,Canceled,0,No Changes,December
24154,28.0,March,0,3,2.0,0.0,0.0,BB,National,Groups,TA/TO,0,0,0,A,0,Non Refund,no_Agent,no_Company,Transient,95.0,0,0,Canceled,0,No Changes,February
14999,391.0,August,0,2,2.0,0.0,0.0,BB,National,Groups,TA/TO,0,0,0,A,0,Non Refund,Agent_B,no_Company,Transient,62.0,0,0,Canceled,0,No Changes,July
68392,15.0,March,2,0,2.0,0.0,0.0,BB,France,Direct,Direct,0,0,0,A,1,No Deposit,Agent_C,no_Company,Transient,108.0,0,0,Check-Out,0,No Changes,March
42841,68.0,February,0,2,2.0,0.0,0.0,BB,National,Groups,TA/TO,0,1,0,A,0,Non Refund,other_Agent,no_Company,Transient,75.0,0,0,Canceled,0,No Changes,December
48649,21.0,May,0,1,1.0,0.0,0.0,BB,Other_Asia,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,94.5,0,1,Check-Out,0,No Changes,April
70973,58.0,May,0,3,2.0,0.0,0.0,BB,Germany,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_D,no_Company,Transient,115.2,0,0,Check-Out,0,No Changes,March
37338,19.0,October,0,3,2.0,0.0,0.0,BB,Other_Asia,Offline TA/TO,TA/TO,1,0,0,A,0,No Deposit,other_Agent,no_Company,Transient-Party,90.0,0,1,Check-Out,0,No Changes,September
70674,110.0,April,1,3,2.0,0.0,0.0,SC,Other_Europe,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,99.0,0,0,Check-Out,0,No Changes,January
17329,41.0,September,2,0,2.0,0.0,0.0,BB,Other_Americas,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,135.9,0,1,Canceled,0,No Changes,August
28240,104.0,May,1,2,1.0,0.0,0.0,BB,National,Groups,TA/TO,0,0,0,A,0,Non Refund,no_Agent,no_Company,Transient,160.0,0,0,Canceled,0,No Changes,January
17176,440.0,September,0,2,2.0,0.0,0.0,BB,National,Groups,TA/TO,0,0,0,A,0,Non Refund,Agent_B,no_Company,Transient,62.0,0,0,Canceled,0,No Changes,July
42629,23.0,January,2,1,2.0,0.0,0.0,HB,Other_Europe,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient-Party,109.0,0,0,Check-Out,0,No Changes,December
56911,183.0,September,0,3,1.0,0.0,0.0,BB,France,Offline TA/TO,TA/TO,0,0,0,A,1,No Deposit,other_Agent,no_Company,Transient-Party,100.0,0,0,Check-Out,0,No Changes,March
25619,55.0,April,0,3,3.0,0.0,0.0,BB,France,Online TA,TA/TO,0,0,0,D,0,No Deposit,Agent_A,no_Company,Transient,171.0,0,0,Canceled,0,No Changes,February
16817,22.0,September,0,2,2.0,1.0,0.0,BB,Other_Asia,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,200.75,0,1,Canceled,0,No Changes,August
28076,151.0,May,2,2,2.0,0.0,0.0,BB,National,Groups,Direct,0,0,0,A,0,Non Refund,no_Agent,no_Company,Transient,95.0,0,0,Canceled,0,No Changes,December
79187,140.0,August,2,3,2.0,1.0,0.0,BB,Other_Europe,Online TA,TA/TO,0,0,0,Other,0,No Deposit,Agent_A,no_Company,Transient,235.0,0,0,Check-Out,0,No Changes,April
74868,2.0,June,0,1,1.0,0.0,0.0,BB,Other_Europe,Online TA,GDS,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,180.0,0,0,Check-Out,0,No Changes,June
39214,3.0,May,0,1,1.0,0.0,0.0,BB,National,Corporate,Corporate,1,0,3+,A,1,No Deposit,no_Agent,Company_A,Transient-Party,67.0,1,2+,Check-Out,0,No Changes,May
11531,36.0,May,2,0,2.0,0.0,0.0,SC,National,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,92.88,0,0,Canceled,0,No Changes,April
48613,46.0,May,2,1,2.0,0.0,0.0,BB,United_Kingdom,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,126.9,0,2+,Check-Out,0,No Changes,March
49682,6.0,May,1,2,1.0,0.0,0.0,BB,Germany,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_D,no_Company,Transient,97.02,0,1,Check-Out,0,No Changes,May
7507,115.0,February,2,2,1.0,0.0,0.0,BB,National,Offline TA/TO,TA/TO,0,0,0,A,1,No Deposit,other_Agent,no_Company,Transient-Party,60.0,0,0,No-Show,1,No Changes,November
58184,35.0,September,1,0,1.0,0.0,0.0,BB,Spain,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient-Party,99.0,0,0,Check-Out,1,No Changes,August
47736,3.0,April,2,1,2.0,0.0,0.0,BB,France,Offline TA/TO,TA/TO,0,0,0,A,1,No Deposit,other_Agent,no_Company,Transient-Party,47.5,0,1,Check-Out,0,No Changes,April
28042,19.0,May,0,1,2.0,0.0,0.0,SC,France,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,180.0,0,1,Canceled,0,No Changes,April
3456,108.0,September,2,1,2.0,0.0,0.0,BB,National,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,98.25,0,0,Canceled,0,No Changes,June
62088,215.0,November,1,1,1.0,0.0,0.0,BB,Other_Europe,Groups,Corporate,0,0,0,A,0,No Deposit,no_Agent,other_Company,Transient,75.0,0,0,Check-Out,0,No Changes,April
19339,199.0,October,0,2,2.0,0.0,0.0,BB,National,Groups,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient-Party,95.0,0,0,Canceled,0,No Changes,April
63899,49.0,January,1,0,2.0,0.0,0.0,SC,Other_Europe,Online TA,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,79.2,0,1,Check-Out,0,No Changes,November
21293,45.0,December,0,3,1.0,0.0,0.0,BB,Spain,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,86.4,0,2+,Canceled,0,No Changes,October
55648,73.0,August,2,2,2.0,0.0,0.0,SC,Other_Europe,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,63.75,0,0,Check-Out,0,No Changes,June
32704,216.0,August,2,3,2.0,1.0,0.0,HB,Other_Africa,Online TA,TA/TO,0,0,0,Other,0,No Deposit,Agent_A,no_Company,Transient,256.5,0,0,Canceled,0,No Changes,January
75949,98.0,July,1,3,2.0,0.0,0.0,SC,Other_Europe,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,120.0,0,1,Check-Out,0,No Changes,April
62556,125.0,December,0,1,2.0,0.0,0.0,BB,Germany,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,90.0,0,0,Check-Out,1,No Changes,July
67439,48.0,March,1,3,3.0,0.0,0.0,BB,National,Online TA,TA/TO,0,0,0,Other,0,No Deposit,Agent_A,no_Company,Transient,125.8,0,2+,Check-Out,0,No Changes,January
16731,41.0,September,0,2,2.0,0.0,0.0,BB,National,Groups,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient-Party,130.0,0,0,Canceled,0,No Changes,August
19449,189.0,October,1,2,2.0,0.0,0.0,BB,Other_Europe,Online TA,TA/TO,0,0,0,D,0,No Deposit,Agent_A,no_Company,Transient,109.8,0,0,Canceled,0,No Changes,April
42132,12.0,December,2,2,2.0,0.0,0.0,BB,France,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient-Party,58.0,0,0,Check-Out,1,No Changes,December
55375,14.0,August,2,3,2.0,0.0,0.0,BB,France,Online TA,TA/TO,0,0,0,D,0,No Deposit,Agent_A,no_Company,Transient,166.0,0,1,Check-Out,0,No Changes,July
74256,123.0,June,2,1,2.0,0.0,0.0,BB,Other_Asia,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient-Party,105.3,0,1,Check-Out,0,No Changes,February
45356,21.0,March,2,1,2.0,0.0,0.0,BB,Spain,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,112.0,0,1,Check-Out,0,No Changes,February
37302,19.0,October,0,3,1.0,0.0,0.0,BB,National,Offline TA/TO,TA/TO,1,1,0,A,0,Non Refund,other_Agent,no_Company,Transient,80.0,0,0,Canceled,0,No Changes,September
50144,192.0,May,2,5,2.0,0.0,0.0,BB,United_Kingdom,Online TA,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,66.71,0,0,Check-Out,0,No Changes,November
74300,130.0,June,2,1,2.0,1.0,0.0,BB,Other_Europe,Direct,Direct,0,0,0,A,0,No Deposit,Agent_C,no_Company,Transient,165.0,0,2+,Check-Out,0,No Changes,February
2479,6.0,September,3+,5,1.0,0.0,0.0,BB,Other_Africa,Direct,Direct,0,0,0,A,1,No Deposit,no_Agent,no_Company,Transient,95.0,0,0,Check-Out,1,No Changes,August
27734,88.0,May,2,2,2.0,0.0,0.0,BB,National,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,89.1,0,0,Canceled,0,No Changes,February
21481,36.0,December,0,2,3.0,0.0,0.0,BB,Other_Asia,Online TA,TA/TO,0,0,0,D,0,No Deposit,Agent_A,no_Company,Transient,154.0,0,0,Canceled,0,No Changes,November
22415,49.0,January,0,1,2.0,0.0,0.0,SC,United_Kingdom,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,79.2,0,0,Canceled,0,No Changes,November
19218,62.0,October,0,4,2.0,0.0,0.0,BB,Other_Europe,Online TA,TA/TO,0,0,0,D,0,No Deposit,Agent_A,no_Company,Transient,111.6,0,1,Canceled,0,No Changes,August
44361,5.0,February,1,3,1.0,1.0,0.0,BB,National,Direct,Direct,0,0,0,Other,0,No Deposit,no_Agent,no_Company,Transient,105.0,0,1,Check-Out,0,No Changes,February
2168,1.0,September,0,2,1.0,0.0,0.0,BB,Other_Africa,Direct,Direct,0,0,0,A,0,No Deposit,no_Agent,no_Company,Transient-Party,123.5,0,0,Check-Out,0,No Changes,September
71723,76.0,May,2,5,2.0,0.0,0.0,HB,Other_Europe,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_D,no_Company,Transient,133.48,0,0,Check-Out,0,No Changes,February
31132,185.0,June,0,3,2.0,1.0,0.0,BB,Other_Americas,Online TA,TA/TO,0,0,0,Other,2+,No Deposit,Agent_A,no_Company,Transient,192.7,0,0,Canceled,0,No Changes,December
50801,57.0,June,1,2,2.0,0.0,0.0,BB,National,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,Agent_E,no_Company,Transient-Party,90.67,0,1,Check-Out,0,No Changes,April
43635,1.0,February,0,1,2.0,0.0,0.0,BB,Other_Africa,Direct,Direct,0,0,0,A,1,No Deposit,no_Agent,no_Company,Transient,91.0,0,0,Check-Out,0,No Changes,February
41743,117.0,February,1,2,2.0,0.0,0.0,BB,National,Offline TA/TO,TA/TO,0,1,0,A,0,Non Refund,other_Agent,no_Company,Transient,75.0,0,0,Canceled,0,No Changes,November
37436,263.0,September,1,0,2.0,0.0,0.0,BB,National,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient-Party,67.0,0,0,Check-Out,1,No Changes,January
78786,63.0,August,0,3,1.0,0.0,0.0,BB,Other_Europe,Direct,Direct,0,0,0,A,0,No Deposit,Agent_C,no_Company,Transient,119.4,0,0,Check-Out,0,No Changes,June
5762,98.0,November,1,2,1.0,0.0,0.0,BB,Other_Asia,Groups,TA/TO,0,0,0,A,1,No Deposit,other_Agent,no_Company,Transient-Party,70.0,0,0,Check-Out,0,No Changes,August
25684,173.0,April,1,2,2.0,1.0,0.0,BB,Germany,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,133.2,0,1,Canceled,0,No Changes,October
14687,122.0,July,1,2,2.0,0.0,0.0,BB,Other_Europe,Online TA,TA/TO,0,0,0,Other,1,No Deposit,Agent_A,no_Company,Transient-Party,97.54,0,0,Canceled,0,No Changes,March
20302,277.0,November,1,2,2.0,0.0,0.0,BB,National,Groups,TA/TO,0,0,0,A,0,Non Refund,no_Agent,no_Company,Transient,100.0,0,0,Canceled,0,No Changes,February
72389,90.0,May,2,1,2.0,0.0,0.0,BB,France,Direct,Direct,0,0,0,A,0,No Deposit,Agent_C,no_Company,Transient,117.0,0,0,Check-Out,0,No Changes,February
53543,226.0,July,0,2,2.0,0.0,0.0,BB,National,Groups,TA/TO,0,0,0,A,0,No Deposit,Agent_B,no_Company,Transient-Party,76.5,0,1,Check-Out,0,No Changes,December
62407,110.0,November,1,0,1.0,0.0,0.0,BB,Spain,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,84.6,0,0,Check-Out,0,No Changes,August
4081,23.0,September,0,4,2.0,0.0,0.0,BB,Other_Europe,Online TA,TA/TO,0,0,0,D,0,No Deposit,other_Agent,no_Company,Transient,116.03,0,1,Check-Out,0,No Changes,September
9833,265.0,April,0,4,1.0,0.0,0.0,BB,Other_Europe,Groups,TA/TO,0,0,0,A,1,No Deposit,other_Agent,no_Company,Transient-Party,84.5,0,0,Check-Out,0,No Changes,July
10944,309.0,May,1,2,2.0,0.0,0.0,HB,National,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient-Party,101.0,0,0,Canceled,0,No Changes,July
8218,45.0,March,2,2,3.0,0.0,0.0,BB,Spain,Online TA,TA/TO,0,0,0,D,0,No Deposit,Agent_A,no_Company,Transient,124.1,0,1,Canceled,0,No Changes,February
20835,96.0,November,0,2,2.0,0.0,0.0,SC,France,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,79.2,0,2+,Canceled,0,No Changes,August
43435,3.0,February,0,1,1.0,0.0,0.0,BB,National,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,86.0,0,0,Check-Out,0,No Changes,February
38328,3.0,October,1,2,1.0,0.0,0.0,BB,National,Corporate,Corporate,1,0,1-2,A,0,No Deposit,no_Agent,Company_A,Transient,65.0,0,0,Check-Out,0,No Changes,October
70242,8.0,April,1,0,3.0,0.0,0.0,BB,Other_Europe,Online TA,TA/TO,0,0,0,D,0,No Deposit,no_Agent,no_Company,Transient,215.0,1,2+,Check-Out,0,No Changes,April
51221,2.0,June,0,1,2.0,0.0,0.0,SC,National,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,129.0,0,1,Check-Out,0,No Changes,June
53917,102.0,July,1,4,3.0,0.0,0.0,BB,Spain,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,105.9,0,0,Check-Out,1,No Changes,April
58070,19.0,September,0,2,1.0,0.0,0.0,SC,National,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,149.0,0,1,Check-Out,1,No Changes,September
64320,4.0,January,0,2,1.0,0.0,0.0,BB,National,Groups,TA/TO,0,0,0,A,0,No Deposit,no_Agent,other_Company,Transient-Party,79.0,0,0,Check-Out,0,No Changes,January
24407,66.0,March,1,2,2.0,0.0,0.0,BB,National,Groups,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient-Party,80.0,0,0,Canceled,0,No Changes,January
35970,336.0,September,0,2,2.0,0.0,0.0,HB,National,Offline TA/TO,TA/TO,0,1,0,A,0,Non Refund,Agent_E,no_Company,Transient-Party,101.5,0,0,Canceled,0,No Changes,October
6730,151.0,January,0,3,1.0,0.0,0.0,BB,National,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient-Party,80.0,0,0,Canceled,0,No Changes,August
33737,286.0,July,0,2,2.0,0.0,0.0,BB,National,Groups,TA/TO,1,1,0,A,0,No Deposit,Agent_B,no_Company,Transient-Party,62.8,0,0,Canceled,0,No Changes,October
27563,189.0,May,1,2,2.0,0.0,0.0,BB,National,Groups,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient-Party,100.0,0,0,Canceled,0,No Changes,October
62363,19.0,November,1,3,2.0,0.0,0.0,SC,France,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,74.8,0,2+,Check-Out,0,No Changes,November
38984,14.0,October,1,1,2.0,0.0,0.0,BB,France,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Contract,126.0,0,2+,Check-Out,0,No Changes,October
50063,249.0,May,1,2,2.0,0.0,0.0,BB,Other_Europe,Direct,Direct,0,0,0,A,0,No Deposit,no_Agent,no_Company,Transient,118.0,0,2+,Check-Out,0,No Changes,September
49876,14.0,May,1,0,3.0,0.0,0.0,BB,Other_Americas,Online TA,TA/TO,0,0,0,D,0,No Deposit,Agent_A,no_Company,Transient,147.0,0,1,Check-Out,1,No Changes,May
30329,226.0,June,1,2,2.0,0.0,0.0,BB,National,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,other_Agent,no_Company,Transient,105.0,0,0,Canceled,0,No Changes,November
26402,44.0,April,1,3,2.0,0.0,0.0,BB,National,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,Agent_E,no_Company,Transient-Party,85.0,0,0,Canceled,0,No Changes,March
68575,2.0,March,0,2,1.0,0.0,0.0,SC,National,Online TA,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,79.2,0,0,Check-Out,0,No Changes,March
39197,444.0,December,0,3,1.0,0.0,0.0,BB,National,Offline TA/TO,TA/TO,0,1,0,A,0,Non Refund,other_Agent,no_Company,Transient,75.0,0,0,Canceled,0,No Changes,September
19989,305.0,November,1,2,2.0,0.0,0.0,BB,National,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,other_Agent,no_Company,Transient,89.0,0,0,Canceled,0,No Changes,January
55132,84.0,August,2,0,2.0,1.0,0.0,BB,United_Kingdom,Online TA,TA/TO,0,0,0,Other,0,No Deposit,Agent_A,no_Company,Transient,189.9,0,1,Check-Out,0,No Changes,May
74543,55.0,June,0,2,2.0,0.0,0.0,SC,Other_Americas,Online TA,TA/TO,0,0,0,A,1,No Deposit,Agent_D,no_Company,Transient,96.0,0,1,Check-Out,0,No Changes,April
43751,1.0,February,0,1,2.0,0.0,0.0,SC,National,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,79.0,0,0,Check-Out,0,No Changes,February
44780,6.0,March,0,2,1.0,0.0,0.0,SC,Germany,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient-Party,80.0,0,1,Check-Out,0,No Changes,February
60715,74.0,October,1,0,3.0,0.0,0.0,BB,Other_Oceania,Online TA,TA/TO,0,0,0,D,0,No Deposit,Agent_A,no_Company,Transient,123.3,0,0,Check-Out,1,No Changes,August
39098,6.0,October,1,2,1.0,0.0,0.0,BB,Other_Europe,Online TA,TA/TO,0,0,0,D,0,No Deposit,other_Agent,no_Company,Transient,136.0,0,1,Check-Out,0,No Changes,October
77144,296.0,July,1,3,0.0,1.0,0.0,BB,United_Kingdom,Online TA,TA/TO,0,0,0,Other,0,No Deposit,Agent_A,no_Company,Transient,98.85,0,1,Check-Out,1,No Changes,October
37198,5.0,September,2,0,2.0,0.0,0.0,BB,National,Corporate,Corporate,1,1,0,A,0,Non Refund,other_Agent,no_Company,Transient,100.0,0,0,Canceled,0,No Changes,September
7540,116.0,February,2,1,1.0,0.0,0.0,BB,National,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient-Party,61.0,0,0,No-Show,1,No Changes,November
6807,15.0,January,0,2,2.0,0.0,0.0,BB,Other_Europe,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,80.3,0,1,Check-Out,0,No Changes,January
56019,143.0,August,0,3,2.0,0.0,0.0,BB,Other_Europe,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient-Party,100.0,0,1,Check-Out,0,No Changes,April
75715,89.0,July,2,0,2.0,0.0,0.0,SC,Other_Europe,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,71.1,0,1,Check-Out,0,No Changes,April
47014,138.0,April,0,1,2.0,0.0,0.0,HB,National,Groups,TA/TO,0,0,0,A,0,No Deposit,Agent_B,no_Company,Transient-Party,90.0,0,1,Check-Out,0,No Changes,November
47348,86.0,April,2,1,2.0,0.0,0.0,BB,United_Kingdom,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,96.3,0,1,Check-Out,0,No Changes,January
19845,304.0,November,0,3,2.0,0.0,0.0,BB,National,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,other_Agent,no_Company,Transient,89.0,0,0,Canceled,0,No Changes,January
27864,18.0,May,0,3,2.0,0.0,0.0,SC,Other_Asia,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,150.0,0,2+,Canceled,0,No Changes,April
17485,250.0,September,1,3,2.0,0.0,0.0,BB,National,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,other_Agent,no_Company,Transient,95.0,0,0,Canceled,0,No Changes,January
3952,68.0,September,0,2,2.0,0.0,0.0,BB,France,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient-Party,65.0,0,0,Check-Out,0,No Changes,July
9668,122.0,April,1,3,2.0,0.0,0.0,BB,National,Online TA,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,60.59,0,0,Check-Out,0,No Changes,December
65386,57.0,February,2,2,1.0,0.0,0.0,SC,United_Kingdom,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_D,no_Company,Transient,51.05,0,1,Check-Out,0,No Changes,December
564,28.0,August,1,3,2.0,0.0,0.0,BB,National,Groups,TA/TO,0,0,0,A,0,No Deposit,Agent_B,no_Company,Transient-Party,62.0,0,0,Canceled,0,No Changes,July
53611,175.0,July,1,1,2.0,0.0,0.0,SC,Other_Europe,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,85.5,0,1,Check-Out,0,No Changes,January
6159,119.0,December,2,1,2.0,0.0,0.0,BB,Other_Europe,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,72.25,0,2+,Check-Out,0,No Changes,August
71639,12.0,May,0,1,2.0,0.0,0.0,SC,Spain,Online TA,TA/TO,0,0,0,A,2+,No Deposit,Agent_A,no_Company,Transient,180.0,0,2+,Check-Out,0,No Changes,May
67116,64.0,March,0,2,2.0,0.0,1.0,BB,United_Kingdom,Online TA,TA/TO,0,0,0,A,1,No Deposit,Agent_A,no_Company,Transient,115.2,0,2+,Check-Out,1,No Changes,January
72563,208.0,May,0,2,2.0,0.0,0.0,HB,Germany,Groups,TA/TO,0,0,0,A,0,No Deposit,Agent_E,no_Company,Transient-Party,114.4,0,0,Check-Out,0,No Changes,October
40209,23.0,December,1,2,2.0,0.0,0.0,BB,National,Online TA,TA/TO,0,1,0,Other,0,No Deposit,Agent_A,no_Company,Contract,93.33,0,1,Canceled,0,No Changes,November
49447,30.0,May,0,1,2.0,0.0,0.0,BB,National,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,135.9,0,1,Check-Out,0,No Changes,April
